,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
6292,568078285520785408,neutral,1.0,,,Southwest,,Tarheelblue07,,0,@SouthwestAir #3854 ATL to RDU. Snow forecasted for Raleigh this evening.,,2015-02-18 08:03:12 -0800,,Quito
1882,569537571685924864,neutral,1.0,,,United,,WayneMAaron,,0,@united pls follow for DM.,,2015-02-22 08:41:53 -0800,,
2461,569191687794270209,neutral,0.6923,,0.0,United,,Globe_Guide,,0,@united can you please follow for a DM?,,2015-02-21 09:47:28 -0800,"Calgary, Canada",Central Time (US & Canada)
7194,569898995327377408,neutral,0.6771,,,Delta,,JamesMSama,,0,"@JetBlue Hey friends! Stupid question - Can I split payment methods for a flight purchase? Example: 1/2 debit card, 1/2 BillMeLate Flightr? Thanks!",,2015-02-23 08:38:03 -0800,"Boston, MA.",Eastern Time (US & Canada)
8156,568662554047696896,neutral,1.0,,,Delta,,PelkeyKerrie,,0,@JetBlue @cflanagian she's on to something,,2015-02-19 22:44:52 -0800,,
8337,568474096058507264,neutral,0.6659,,,Delta,,lyteforce,,0,@JetBlue Just looking to arrange for a nice flight from SEA to LA-ish and comparing the cost to something more direct from YVR.,,2015-02-19 10:16:00 -0800,Richmond BC,Pacific Time (US & Canada)
13309,569892024708689920,neutral,1.0,,,American,,_dashingxmizfit,,0,@AmericanAir could you guys follow me so I can dm yall please,,2015-02-23 08:10:21 -0800,"Milwaukee, WI",Central Time (US & Canada)
9831,569649125525983233,neutral,0.7128,,0.0,US Airways,,BrettPatrick_,,0,@USAirways #555PHLtoSLC this is happening now.,,2015-02-22 16:05:09 -0800,Philadelphia,Eastern Time (US & Canada)
11432,568117268254568448,neutral,0.6516,,,US Airways,,natedunn,,0,"@USAirways Is it possible to earn Dividend Miles for a passenger that is not me, even if I am purchasing the tickets?",,2015-02-18 10:38:06 -0800,"Phoenix, AZ",Pacific Time (US & Canada)
7066,569941529902641153,neutral,0.6837,,0.0,Delta,,HalcyonFatou,,0,..... Can you not? “@JetBlue: Our fleet's on fleek. http://t.co/udPq0flIQo”,,2015-02-23 11:27:04 -0800,FL,Atlantic Time (Canada)
13127,569934205611872256,neutral,1.0,,,American,,UllCon,,0,"@AmericanAir is that the ""record locator""?",,2015-02-23 10:57:58 -0800,"Michigan, US",Quito
1698,569620902742233088,neutral,1.0,,,United,,D_WaYnE_01,,0,@united I do not see where it talks about military baggage fees. Can you please guide me. Thanks,,2015-02-22 14:13:00 -0800,,
6871,570076595647426560,neutral,1.0,,,Delta,,sunflwer1975,,0,@JetBlue its domestic I just wanted more of an idea so I don't get surprised.,,2015-02-23 20:23:46 -0800,"Boston, MA",Arizona
5533,568914672826474496,neutral,0.6747,,0.0,Southwest,,mcyoung2,,0,@SouthwestAir do you have special fares for students to visit prospective schools?  It's expensive to visit graduate programs.,,2015-02-20 15:26:42 -0800,ILLINOIS,Mountain Time (US & Canada)
7393,569628053648904195,neutral,0.633,,0.0,Delta,,rambinasaurus,,0,@JetBlue I have a disabled seat in row 6 do I get to board earlier?,,2015-02-22 14:41:25 -0800,,Atlantic Time (Canada)
6041,568425317028610049,neutral,0.6803,,,Southwest,,GregDyett,,0,@SouthwestAir Thanks! Will do,,2015-02-19 07:02:11 -0800,"Melbourne, Australia",Hawaii
7426,569617776509378560,neutral,1.0,,,Delta,,TINKERBELLEadog,,1,@JetBlue woof I'm on the red cArpet http://t.co/iIdrbLNOoX,,2015-02-22 14:00:35 -0800,"New York, NY",Eastern Time (US & Canada)
6814,570237440616570880,neutral,1.0,,,Delta,,_blktray,,0,“@JetBlue: Our fleet's on fleek. http://t.co/clu5pdPrHP” :(,,2015-02-24 07:02:54 -0800,COMPTON/AZ,
6179,568154689449168896,neutral,1.0,,,Southwest,,jigisavegoqu,,0,"@SouthwestAir oops, Sorry, Done,",,2015-02-18 13:06:48 -0800,Bay Area - Cali,
4767,569855773951561728,neutral,1.0,,,Southwest,,charlesr99,,0,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw,,2015-02-23 05:46:18 -0800,Everywhere,Atlantic Time (Canada)
9517,569894983265710081,neutral,0.6696,,,US Airways,,The_BlueAnchor,,0,"@USAirways thank you, but it says the website is down",,2015-02-23 08:22:06 -0800,"Dallas, TX",Central Time (US & Canada)
4551,570034397153398784,neutral,0.647,,,Southwest,,NikkiDan96,,0,@SouthwestAir is the vinyl part of the prize too?,,2015-02-23 17:36:05 -0800,,
6704,567728114588209152,neutral,1.0,,,Southwest,,jcfly123,,0,@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?,,2015-02-17 08:51:45 -0800,"Nashville, TN",Mountain Time (US & Canada)
2949,568818346042339328,neutral,1.0,,,United,,jcpowell1285,,0,@united 129 thousand fans of @JedediahBila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!,,2015-02-20 09:03:56 -0800,,
11220,568409651466899457,neutral,1.0,,,US Airways,,cahillwilliamr,,0,@USAirways any chance of making #561?,,2015-02-19 05:59:56 -0800,,
5803,568586231409475584,neutral,0.6890000000000001,,0.0,Southwest,,Grime145,,0,@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.,,2015-02-19 17:41:36 -0800,,Eastern Time (US & Canada)
612,570250053710819328,neutral,1.0,,,United,,alex_nieves,,0,@united thanks for the info I already knew...,,2015-02-24 07:53:02 -0800,Connecticut,Quito
322,568646087361355776,neutral,0.6667,,,Virgin America,,chet,,0,@VirginAmerica add DTW and I'm sold!,,2015-02-19 21:39:26 -0800,,Pacific Time (US & Canada)
6183,568149287948967936,neutral,1.0,,,Southwest,,alexandrea_h,,0,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.,"[27.9344812, -82.47401175]",2015-02-18 12:45:20 -0800,"tampa, fl",Eastern Time (US & Canada)
9843,569644694759714816,neutral,1.0,,,US Airways,,mattsmith1868,,0,@USAirways can I get a beer please. Flight #1715,,2015-02-22 15:47:33 -0800,SC,
5259,569227063300718593,neutral,1.0,,,Southwest,,jaretgordon,,0,"@SouthwestAir can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight?
I will call to confirm Monday for refund",,2015-02-21 12:08:02 -0800,,Central Time (US & Canada)
13467,569855866255462401,neutral,1.0,,,American,,Bardi_toto,,0,@AmericanAir Will 2396 be Cancelled Flightled tonight?,,2015-02-23 05:46:40 -0800,Hawaii/Dallas/Tucson/LA,Pacific Time (US & Canada)
13808,569714003653431296,neutral,0.6719,,0.0,American,,TinaHovsepian,,0,@AmericanAir done. I hope you can offer something.,,2015-02-22 20:22:57 -0800,North Hollywood,
4746,569881035682521088,neutral,0.6424,,,Southwest,,0504Traveller,,0,"@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday",,2015-02-23 07:26:41 -0800,,Central Time (US & Canada)
8426,568382780251480064,neutral,0.6639,,0.0,Delta,,alikim22,,0,@JetBlue any concern about Cancelled Flightled flights due to the cold weather in NJ Saturday am? Do you Cancelled Flight at 0 degrees?,,2015-02-19 04:13:09 -0800,,Eastern Time (US & Canada)
12727,570044138302808064,neutral,1.0,,,American,,DeputyBrans,,0,@AmericanAir Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,,2015-02-23 18:14:48 -0800,,
1433,569722230340333569,neutral,1.0,,,United,,gochrisgo,,0,@united How do I get through @TSA to finally board UA 1534?,,2015-02-22 20:55:39 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
5074,569366218429337600,neutral,1.0,,,Southwest,,defscott627,,0,@SouthwestAir flying flight 3130 tomorrow at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!,,2015-02-21 21:20:59 -0800,,Quito
5677,568818229461721088,neutral,1.0,,,Southwest,,luoyegongfu,,0,@SouthwestAir I would.,,2015-02-20 09:03:28 -0800,"Tempe, AZ & World Wide",Tehran
7091,569938450633388032,neutral,1.0,,,Delta,,mcmahon0074,,0,@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,,2015-02-23 11:14:50 -0800,some where in massachusetts ,
9370,569967965346664448,neutral,1.0,,,US Airways,,DavidAlfieWard,,0,"@USAirways hi guys, do you have a general enquires email address please? Thanks David.",,2015-02-23 13:12:07 -0800,London UK & USA,
5065,569393239700013056,neutral,0.6774,,0.0,Southwest,,hippyminds,,0,@SouthwestAir what does a woman got to do to get a chance of a lifetime? 😖 #DestinationDragons #imaginedragons #slaycancerwithdragons,,2015-02-21 23:08:21 -0800,"minneapolis,mn",Central Time (US & Canada)
14017,569677287551049729,neutral,1.0,,,American,,lindseyjerin,,0,@AmericanAir American Airlines.,,2015-02-22 17:57:04 -0800,"Alexandria, VA",Quito
13779,569718651709820930,neutral,1.0,,,American,,TheByronCraig,,0,@AmericanAir what's the status of flights for Tuesday out of Dallas??,,2015-02-22 20:41:26 -0800,Dallas | Los Angeles,Central Time (US & Canada)
6153,568178355452792832,neutral,1.0,,,Southwest,,FMLBROOKLYN,,0,@SouthwestAir I dunno my travel information.. like what?,,2015-02-18 14:40:50 -0800,,Arizona
9691,569716670689902592,neutral,1.0,,,US Airways,,rgilbane,,0,@USAirways Looking for some help to recover an item I left on an airplane this evening,,2015-02-22 20:33:33 -0800,Rhode Island,Eastern Time (US & Canada)
315,568781819233091584,neutral,0.6529,,,Virgin America,,GabriellaDago,,0,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,,2015-02-20 06:38:47 -0800,New York City,Eastern Time (US & Canada)
8701,567950666578030594,neutral,1.0,,,Delta,,JetBlueNews,,0,"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73",,2015-02-17 23:36:05 -0800,USA,Sydney
2357,569247579692781569,neutral,1.0,,,United,,EbolaOutbreakUS,,0,@united SATURDAY this morning Man dies from Ebola http://t.co/hXVVIS0VWw,,2015-02-21 13:29:33 -0800,,Eastern Time (US & Canada)
403,568199730989174784,neutral,0.3483,,0.0,Virgin America,,timlopez,,0,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0,,2015-02-18 16:05:47 -0800,Southern California,Pacific Time (US & Canada)
6233,568106704866582528,neutral,1.0,,,Southwest,,DavidJAbramson,,0,@SouthwestAir planning a family trip to Orlando in May and trying to figure out when to book to get the best rate. Any Suggestions?,,2015-02-18 09:56:08 -0800,Maryland and Washington D.C.,Eastern Time (US & Canada)
5406,569138500626292736,neutral,1.0,,,Southwest,,dtinnel,,0,@SouthwestAir Are we sure flights will not be Cancelled Flighted after 1200 I am trying to make plans in STL,,2015-02-21 06:16:07 -0800,South Carloina,
6207,568130367900798976,neutral,1.0,,,Southwest,,passworksio,,0,@SouthwestAir App Updated With #Passbook Support http://t.co/WrWqrUblPs via @ubergizmo,,2015-02-18 11:30:09 -0800,Global,Lisbon
5006,569552378812194816,neutral,0.6926,,,Southwest,,destinyation,,0,@SouthwestAir For the past 2 yrs I earned A-list status thru a promo-fly 3 rnd trips in 2-3 months. How can I get that option again? #loyal,,2015-02-22 09:40:43 -0800,,Pacific Time (US & Canada)
879,570039756731494400,neutral,1.0,,,United,,rdowning76,,0,"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?",,2015-02-23 17:57:23 -0800,usa,
5443,569017002439761920,neutral,1.0,,,Southwest,,JohnDePetroshow,,0,@SouthwestAir at troubadour with @Imaginedragons .#DestinationDragons http://t.co/rKlQXXaWhc,,2015-02-20 22:13:19 -0800,"Rhode Island ,Mass,CT",Eastern Time (US & Canada)
7629,569493813884030976,neutral,1.0,,,Delta,,JohnFMacky,,0,@JetBlue you can 100% confirm that?,,2015-02-22 05:48:00 -0800,,Eastern Time (US & Canada)
3644,568210978447323136,neutral,0.6497,,,United,,OldChickSprints,,0,"@united no worries, I think it’s under control. (the emails are keeping me informed)",,2015-02-18 16:50:28 -0800,"Bend, OR",Arizona
8849,567801569157324800,neutral,0.6805,,0.0,Delta,,HAbbott4,,0,@JetBlue Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.,,2015-02-17 13:43:37 -0800,NY,Eastern Time (US & Canada)
420,568122723915862016,neutral,0.6646,,,Virgin America,,elimae724,,0,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A,,2015-02-18 10:59:47 -0800,California Love #VFL,
617,570247839563034624,neutral,0.6804,,0.0,United,,kelseyblack92,,0,@united is there an email address I can reach? Too long for a DM.,,2015-02-24 07:44:14 -0800,Canada,Eastern Time (US & Canada)
4929,569640446999203842,neutral,0.6596,,0.0,Southwest,,marvokino,,0,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!,,2015-02-22 15:30:40 -0800,,Central Time (US & Canada)
13399,569872455377879040,neutral,0.6928,,0.0,American,,jameswester,,0,@AmericanAir No worries. Don't blame you for weather.,,2015-02-23 06:52:35 -0800,DFW,Central Time (US & Canada)
1469,569707569448558592,neutral,1.0,,,United,,NancyDiaznancyn,,0,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,"[-38.0269936, 145.2110041]",2015-02-22 19:57:23 -0800,,
5727,568774192029523969,neutral,1.0,,,Southwest,,tracyannmanning,,0,@SouthwestAir sent DM,,2015-02-20 06:08:29 -0800,"Suwanee, GA",Pacific Time (US & Canada)
14052,569673709520158720,neutral,0.6999,,0.0,American,,ScottBerry18,,0,"@AmericanAir I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",,2015-02-22 17:42:51 -0800,"Albuquerque, New Mexico",Arizona
6246,568100626183417856,neutral,1.0,,,Southwest,,oliviasdad1,,0,@SouthwestAir sent,,2015-02-18 09:31:58 -0800,,
12854,570000101654925312,neutral,0.6733,,0.0,American,,CineDrones,,0,@AmericanAir We've sent you more info via DM.  I truly hope you resolve this very quickly. #media #filmcrew #cnn #nbc,,2015-02-23 15:19:48 -0800,"Orlando, FL ",Eastern Time (US & Canada)
7635,569487598709817344,neutral,1.0,,,Delta,,BannMen,,0,@JetBlue we are on flight 751 and were returning to the gate can you provide any information?,,2015-02-22 05:23:18 -0800,,Quito
7127,569927856232534016,neutral,0.6824,,,Delta,,ICVRUS,,0,LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”,,2015-02-23 10:32:44 -0800,,
142,569615109363929088,neutral,0.355,,0.0,Virgin America,,FiDiFamilies,,0,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,,2015-02-22 13:49:59 -0800,New York City ,Eastern Time (US & Canada)
10190,569496068255195137,neutral,1.0,,,US Airways,,Hayden_Ehlich,,0,@USAirways how do I reserve my seat on the AA flight I transfer to from ORD to EVV?,,2015-02-22 05:56:58 -0800,Blue Ridge High School,Atlantic Time (Canada)
2683,568957001658724353,neutral,0.6849,,0.0,United,,MayhemRevived,,1,I left my dildo on the plane is there any way for me to get it back? @united,,2015-02-20 18:14:54 -0800,,
452,567899492885745664,neutral,1.0,,,Virgin America,,helenhoppock,,0,@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?,,2015-02-17 20:12:44 -0800,,
1128,569918932116643841,neutral,0.7047,,0.0,United,,iworkinsmm,,0,@United are you able to see if there are seats open on another flight??,,2015-02-23 09:57:16 -0800,Los Angeles,Pacific Time (US & Canada)
3455,568429641699954688,neutral,1.0,,,United,,iamtedking,,0,@united any news?,,2015-02-19 07:19:22 -0800,,Eastern Time (US & Canada)
613,570249871107723264,neutral,0.703,,0.0,United,,MyCustoAdvocate,,0,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,,2015-02-24 07:52:18 -0800,"Miami, New York, Boston",
4644,569965376186019840,neutral,1.0,,,Southwest,,Felittle,,0,@southwestair watching planes do their thing https://t.co/iItoJhUIKH,,2015-02-23 13:01:49 -0800,"Boston, MA",Pacific Time (US & Canada)
888,570033778300620801,neutral,0.6659999999999999,,0.0,United,,throthra,,0,"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG",,2015-02-23 17:33:38 -0800,,
9808,569656884262793216,neutral,0.657,,0.0,US Airways,,alexdfletcher,,0,@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?,,2015-02-22 16:35:59 -0800,,Eastern Time (US & Canada)
4021,567869544049414145,neutral,0.6563,,0.0,United,,Z_J_M_,,0,@united I sent an email describing my experience. Looking forward to a follow up to hopefully make it right.,,2015-02-17 18:13:44 -0800,,Eastern Time (US & Canada)
2186,569324295635247104,neutral,0.6774,,0.0,United,,Manda_Bear_143,,0,@united U blow,,2015-02-21 18:34:24 -0800,401 SK,Eastern Time (US & Canada)
6248,568096674167595008,neutral,1.0,,,Southwest,,thaterikperson,,0,@SouthwestAir 10 revenue flights since the beginning of 2015?,"[0.0, 0.0]",2015-02-18 09:16:16 -0800,"Austin, TX",Central Time (US & Canada)
1903,569527524323151873,neutral,0.6543,,0.0,United,,patrick_maness,,0,@united Yes. To Boston. I was going to Providence.,,2015-02-22 08:01:57 -0800,Rhode Island,Eastern Time (US & Canada)
8580,568152035767554048,neutral,1.0,,,Delta,,Lulabella83,,0,"@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward",,2015-02-18 12:56:15 -0800,"Alexandria, Va",Atlantic Time (Canada)
4733,569891377351233536,neutral,1.0,,,Southwest,,AlMehairiAUH,,0,@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek,,2015-02-23 08:07:47 -0800,Abu Dhabi,Abu Dhabi
9579,569867947130421249,neutral,0.6629,,0.0,US Airways,,DonIrvine,,0,@USAirways 4473.  She just called to say it's a runway clearing problem of all things.,,2015-02-23 06:34:40 -0800,Washington DC,Eastern Time (US & Canada)
3380,568481405681999872,neutral,1.0,,,United,,ljsbrooks,,0,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,,2015-02-19 10:45:03 -0800,,
9057,570262977947013120,neutral,1.0,,,US Airways,,itsandrewhorn,,0,@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?,,2015-02-24 08:44:23 -0800,Brooklyn,Eastern Time (US & Canada)
7968,568920546043408385,neutral,1.0,,,Delta,,Laneit360,,0,"@JetBlue question, flying for the 1st time with my 16mont old son...do I need to bring anything for him? Birth certificate/S.S. card etc?",,2015-02-20 15:50:02 -0800,Here & There,Eastern Time (US & Canada)
9008,570288445156941824,neutral,0.6609999999999999,,0.0,US Airways,,alybullock,,0,@USAirways How do I get a receipt for a change fee when I originally booked with miles?,,2015-02-24 10:25:35 -0800,"Washington, DC",Eastern Time (US & Canada)
7565,569529128585555968,neutral,0.6753,,0.0,Delta,,arthurhasher,,0,@JetBlue  Not blaming Jet Blue.  This wasn't weather. Can't have planes in the air and runways a mess. That's a disaster waiting to happen.,,2015-02-22 08:08:20 -0800,Long Island - Arizona ,
10417,569322175175352322,neutral,0.6769,,0.0,US Airways,,SavageEmperor,,0,@USAirways I'm on flight 623 from DIA to Ontario tomorrow morning. no access to the airport via taxi or shuttle. What should I do?,,2015-02-21 18:25:58 -0800,"Denver, CO",Alaska
14600,569592981742878721,neutral,0.6521,,,American,,EricRoberts,,0,http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir,,2015-02-22 12:22:04 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
12598,570093462738984961,neutral,0.6907,,0.0,American,,marcy_test,,0,@AmericanAir no not yet. Waiting to be connected to an agent,,2015-02-23 21:30:47 -0800,Arlington VA,
9036,570274417546113025,neutral,0.7002,,0.0,US Airways,,tuneday,,0,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",,2015-02-24 09:29:50 -0800,"Philadelphia, PA",
5839,568559381295407104,neutral,0.6905,,,Southwest,,geekstiel,,0,@SouthwestAir please reply to my DM ♥️,,2015-02-19 15:54:54 -0800,,Atlantic Time (Canada)
6555,567781663469481984,neutral,0.3474,,0.0,Southwest,,DawnElisabeth16,,0,"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?",,2015-02-17 12:24:32 -0800,"Nashville, TN",Central Time (US & Canada)
1875,569541591586643968,neutral,1.0,,,United,,WayneMAaron,,2,@united.  Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.,,2015-02-22 08:57:51 -0800,,
7456,569590527349252096,neutral,1.0,,,Delta,,kessler,,0,@JetBlue wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?,,2015-02-22 12:12:18 -0800,"New York, NY",Eastern Time (US & Canada)
10852,568824193380425731,neutral,1.0,,,US Airways,,jamesheine1,,0,@USAirways how can i get ahold of a reservations supervisor?,,2015-02-20 09:27:10 -0800,,
7909,568993773277069312,neutral,0.3363,,0.0,Delta,,KoolieAshSays,,0,@JetBlue oh. Makes sense. My bad.,"[40.88529232, -73.856635]",2015-02-20 20:41:01 -0800,"ÜT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
1201,569894307508965377,neutral,1.0,,,United,,thepointskid,,0,@united please see dm!!,,2015-02-23 08:19:25 -0800,New York,Eastern Time (US & Canada)
5338,569180845594046464,neutral,1.0,,,Southwest,,InuAtah,,0,@SouthwestAir greetings,,2015-02-21 09:04:23 -0800,Abuja,
3646,568210483959836672,neutral,1.0,,,United,,MichaelRConroy,,0,@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.,,2015-02-18 16:48:30 -0800,Wherever. ,Eastern Time (US & Canada)
12628,570082819025838080,neutral,1.0,,,American,,Gww1863,,0,@AmericanAir on our way now,"[39.8893997, -75.219676]",2015-02-23 20:48:30 -0800,,
6974,569973084398100480,neutral,1.0,,,Delta,,Invxsxble_Bxlly,,0,“@JetBlue: Our fleet's on fleek. http://t.co/aJM3BhJVaa” #foh,,2015-02-23 13:32:27 -0800,"Slum Village, NY",Quito
5694,568802037057646594,neutral,1.0,,,Southwest,,_mighty_max_,,0,@SouthwestAir @Vindictive_tK Larry David works for southwest?,,2015-02-20 07:59:08 -0800,"Raleigh, NC",
14454,569613611510960128,neutral,0.6557,,,American,,georgetietjen,,0,@AmericanAir Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.,,2015-02-22 13:44:02 -0800,,
7097,569937767775510530,neutral,1.0,,,Delta,,_averyjordan,,1,“@JetBlue: Our fleet's on fleek. http://t.co/ar0VayLmFc” Really Jet Blue? Lmao,,2015-02-23 11:12:07 -0800,"Manhattan , New York",Quito
8562,568162054206435328,neutral,0.6789,,,Delta,,JetBlueNews,,0,@JetBlue Airways Corporation Registers High Short Interest - Wall Street Pulse http://t.co/hXSnv7fbbh,,2015-02-18 13:36:04 -0800,USA,Sydney
7979,568909776635236352,neutral,1.0,,,Delta,,Rowe0neTen,,0,@JetBlue so what about California,,2015-02-20 15:07:15 -0800,South jamaica.. Queens,Pacific Time (US & Canada)
5437,569022042349051905,neutral,0.6967,,0.0,Southwest,,Kayyyyy_Jo,,0,@SouthwestAir absolutely required? Are the flights going to be 100% Cancelled Flighted?,,2015-02-20 22:33:21 -0800,"Columbus, OH",Central Time (US & Canada)
9061,570258946860171264,neutral,1.0,,,US Airways,,GMLane,,0,@usairways Is it possible to Cancelled Flight my reservation online?,,2015-02-24 08:28:22 -0800,,Eastern Time (US & Canada)
297,568830466830151680,neutral,1.0,,,Virgin America,,AirlineFuel,,0,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",,2015-02-20 09:52:06 -0800,Global,Sydney
8087,568800846789545984,neutral,0.6806,,,Delta,,alexandrawalshh,,0,@JetBlue thanks bae,,2015-02-20 07:54:24 -0800,nyc ,Quito
474,567806905617281024,neutral,1.0,,,Virgin America,,TheDCD,,0,@VirginAmerica On all your flights?,"[0.0, 0.0]",2015-02-17 14:04:50 -0800,On a bar floor in Denver.,Mountain Time (US & Canada)
1869,569544730184261632,neutral,0.6871,,0.0,United,,WilliGranny,,0,@united can you assign seats,,2015-02-22 09:10:19 -0800,,Central Time (US & Canada)
8768,567861067088596993,neutral,1.0,,,Delta,,gmggonzalez,,0,@JetBlue all up to date. Can't update via Google play.,,2015-02-17 17:40:03 -0800,,Eastern Time (US & Canada)
13012,569960667140235264,neutral,0.7152,,0.0,American,,GorillaChopper,,0,@AmericanAir so whats the hold up on flight 4302?,,2015-02-23 12:43:07 -0800,"Austin, TX. ",
7889,569091868153253888,neutral,0.6503,,,Delta,,Galapaghxst,,0,@JetBlue real shit my nigga north don't play around!,,2015-02-21 03:10:49 -0800,,
5904,568495464015929344,neutral,1.0,,,Southwest,,saianel,,0,@SouthwestAir Do y'all know when the new routes from HOU to Aruba &amp; Puerto Vallarta will be available?,"[30.20654541, -97.74890436]",2015-02-19 11:40:55 -0800,Texas,Mountain Time (US & Canada)
3428,568450237028798464,neutral,1.0,,,United,,elloecho,,0,@united yes when I landed.,,2015-02-19 08:41:12 -0800,"Near Washington, DC",Eastern Time (US & Canada)
6653,567743010322935808,neutral,0.6775,,,Southwest,,DustinSoper,,0,"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!",,2015-02-17 09:50:56 -0800,"Nashville, TN",Eastern Time (US & Canada)
3801,568114394397147137,neutral,0.6764,,,United,,eriwn9,,0,@united trade show! Come by both 130 for awesome deals on #sunkist and @webbernaturals! $$ http://t.co/1L9sCWPhph,,2015-02-18 10:26:41 -0800,,
3910,567997819560333313,neutral,1.0,,,United,,tashtb,,0,"@united Do you mean ""fortunately""? I don't want my flight to be affected! 😉",,2015-02-18 02:43:27 -0800,"London, UK ",
2853,568864796717805568,neutral,1.0,,,United,,ScribblersNook,,0,@united Followback so I can DM plz,,2015-02-20 12:08:31 -0800,"Atlanta, GA",Eastern Time (US & Canada)
6585,567769620648828929,neutral,0.6591,,,Southwest,,TomVH,,0,@SouthwestAir thank you for the response. How can I got about getting the points onto my rewards account?,,2015-02-17 11:36:40 -0800,Michigan,Eastern Time (US & Canada)
5532,568915536844759040,neutral,1.0,,,Southwest,,didieraur,,0,@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother.,"[35.12084166, -89.84738331]",2015-02-20 15:30:08 -0800,"Memphis, Tennessee",Central Time (US & Canada)
3419,568456895515607040,neutral,0.6525,,0.0,United,,AndavoTravel,,0,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw,,2015-02-19 09:07:39 -0800,,Mountain Time (US & Canada)
8310,568498446216400896,neutral,0.6768,,,Delta,,alnosh,,0,@JetBlue short stop at JFK before IAD,,2015-02-19 11:52:46 -0800,D.C.,
5692,568802232004513792,neutral,1.0,,,Southwest,,stacymichael14,,0,@SouthwestAir  I have a flight 2/22 @930 am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529,,2015-02-20 07:59:54 -0800,,
6760,570293674472558592,neutral,0.649,,0.0,Delta,,idk_but_youtube,,0,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24,,2015-02-24 10:46:22 -0800,1/1 loner squad,Eastern Time (US & Canada)
